Ambient Temp (degC),Time (s),Arclength_0.0 (mm),Arclength_6.0 (mm),Arclength_12.0 (mm),Arclength_18.0 (mm),Arclength_24.0 (mm),Arclength_30.0 (mm),Arclength_36.0 (mm),Arclength_42.0 (mm),Arclength_48.0 (mm),Arclength_54.0 (mm),Arclength_60.0 (mm),Arclength_61.2271618164903 (mm),Arclength_62.4656655809871 (mm),Arclength_63.7328160075048 (mm),Arclength_65.0 (mm),Electric Potential (V)
17,14400,22.25811418386975,24.936909829834185,25.19575080766832,25.127425789132964,25.02751370845342,24.96619588228706,24.8523477429311,24.65308741811935,24.56057203942326,24.462017351956607,23.91387515414068,23.81110345650056,25.2400218750225,27.13210585919785,52.78991090358645,3.626888382537732
17,18000,39.91313411569529,44.70964462704637,45.17681286453525,45.05460766066776,44.87656266937682,44.76792235750955,44.56555818271083,44.20957784010558,44.04480486250333,43.8680382189615,42.883030515713685,42.70071669962445,45.25573684582277,48.65208193097983,94.66699871363632,4.734088818705765
17,21600,22.258098814293675,24.93689294223234,25.195736203627035,25.1274122213407,25.02750126405841,24.96618516737915,24.85233889099934,24.65307854196486,24.56056164481832,24.46200643359125,23.913862404233125,23.81109052127704,25.240010277570995,27.13209295554224,52.78988653995723,3.626888470549606
18,3600,39.47047942307814,44.21402840681435,44.68110824919761,44.56014812023383,44.38429372748607,44.27765501981196,44.07685058663011,43.726285989858425,43.56247909144612,43.38484330688679,42.41498334335181,42.23611942669416,44.763213441888055,48.11967422554562,93.64332031741397,4.73314509785873
18,7200,21.984767911376903,24.63073672398236,24.889256934882923,24.8217009779838,24.72312597061894,24.6629943359578,24.55014898969948,24.354132966360908,24.262248639269814,24.163316128949983,23.62426332457996,23.52357076204752,24.935143668454216,26.80274095211244,52.15636400263692,3.6282276092272383
18,10800,39.699393718655486,44.47035929252384,44.94018449522574,44.818525331857856,44.64165918453497,44.53440908438506,44.33245166854612,43.97985992744708,43.81510699380753,43.636435115499566,42.66094591010021,42.4810760121315,45.02274318159307,48.39868898590728,94.18654556702094,4.733128540835093
18,14400,21.98716121891546,24.63341753678901,24.89196389790942,24.82440034090405,24.72581764368692,24.665680185928544,24.5528224965219,24.356781847412627,24.264888903359807,24.1659460835426,23.6268337332731,23.526130702530413,24.93785654190116,26.805657306952853,52.1620376589825,3.628227936788464
18,18000,39.69825942311864,44.46908996757489,44.93890236192405,44.81724386472549,44.6403798588532,44.53312954902357,44.33117485770181,43.978594092365256,43.813846290666405,43.63518124004716,42.65971960621553,42.47985557154386,45.02145071109176,48.39729888688959,94.18383768414807,4.733128806888832
18,21600,21.987143445058216,24.633396083820337,24.891942093528726,24.82438261606158,24.72579957602368,24.66566174349826,24.552803163980823,24.356761883815608,24.264868899593186,24.16592486623166,23.62681260664293,23.52610949044759,24.937834044510552,26.80563337700906,52.16199178156069,3.628228025947909
19,3600,39.2668965545113,43.986649013684826,44.45440601212114,44.33579386152684,44.16075352121012,44.05466592324045,43.85534723485127,43.50780279231519,43.34451264003082,43.16517825915891,42.202562971831775,42.02619097861657,44.540908355595874,47.877958082010736,93.18562188234826,4.73222256788682
19,7200,21.732418850382626,24.348379810479248,24.605633071901124,24.53979848060024,24.44229562817548,24.382842519789943,24.27151734410726,24.078404108679976,23.987357851091765,23.88810246476517,23.35649441417563,23.257825970449787,24.65357540339067,26.49854565656879,51.57176099669258,3.629418244744945
19,10800,39.494227618786255,44.24120830845217,44.71170419035165,44.59240637296762,44.41636482373303,44.30967500446137,44.10921190819202,43.759654008859215,43.59542546328724,43.415050717863366,42.446858518299,42.26949914456343,44.79869401434817,48.155079693014585,93.7252284468245,4.732206817854879
19,14400,21.734806581454,24.351054111073367,24.60833424977517,24.5424936579816,24.44498027031193,24.385520301324384,24.274181595391653,24.081047137470595,23.989990872690004,23.890724473403587,23.359056785532083,23.26037734731635,24.65628076525204,26.501453751913964,51.57742043335495,3.6294185452032495
19,18000,39.49425789455472,44.24124217539008,44.71173720188956,44.59243889092778,44.41639847960366,44.30970977270477,44.10924768244688,43.75969127720668,43.59546143418281,43.41508702879679,42.44689378984863,42.269534512985565,44.79873232637374,48.15512046876437,93.72530782563533,4.732207007856047
19,21600,21.73479584580416,24.351042149462344,24.60832318025801,24.542481433426392,24.44496660313247,24.385506809173968,24.27417025697897,24.081036011085,23.989980491556587,23.89071419637557,23.3590471191797,23.26036776443276,24.656270396293827,26.501442386187883,51.577398394085535,3.629418635183115
20,3600,39.07080772492603,43.768676703868834,44.23606902278011,44.12203454436892,43.94681260795883,43.84130745595098,43.64450337599538,43.298186130082826,43.13672950290433,42.95539620123631,41.99949908292939,41.82615975708681,44.3293226512136,47.64770918614656,92.74826513536344,4.731336952712118
20,7200,21.493517603639127,24.0816359167286,24.337154720882133,24.27422124045621,24.1771956393132,24.11840235418452,24.009113577164207,23.817820596137413,23.72831537128797,23.62853808749109,23.10385632228293,23.00744144889065,24.38841692518534,26.21197799065581,51.02028945516585,3.630478276267776
20,10800,39.2966342862434,44.02156509237998,44.49169420878076,44.377001546001125,44.200772573813786,44.094663954408574,43.89673665662846,43.54842602689028,43.38604187103701,43.20365670578414,42.24222937468194,42.06791993518214,44.58547049262477,47.92305470046955,93.28447022013084,4.7313219625775895
20,14400,21.49588581568079,24.084290510642354,24.339840113604108,24.276898143394767,24.179861994760834,24.121065630758302,24.01176825087932,23.820452905661565,23.730937137969136,23.631148942710816,23.10640869011285,23.009983421426025,24.39111081655649,26.21487383786804,51.02592577360839,3.630478552731447
20,18000,39.296645719221935,44.02158018575828,44.49171001225397,44.37701542708084,44.200784693075,44.09467637802992,43.89675127038579,43.54844072741441,43.386053882212,43.20366822045428,42.24223957257961,42.06793014199705,44.58548268357119,47.92306786968457,93.2844960851702,4.731322157786889
20,21600,21.495887619342547,24.08429144964636,24.33983684828973,24.27689534088525,24.17986026124126,24.12106129883968,24.01176118597416,23.820446588078067,23.73093159002573,23.63114483489217,23.10640726805841,23.009982233226324,24.39110686884202,26.214869980263053,51.02591714621001,3.630478642709544
21,3600,38.88378349117986,43.55969822716581,44.03183354438079,43.919168939649154,43.74279049404097,43.63733748614543,43.44248932993105,43.097557461580536,42.93921937003788,42.754238091583886,41.80638473549905,41.63543266783406,44.12707064651828,47.42800542554444,92.3308250573773,4.730486864747449
21,7200,21.270551891842267,23.83210608507037,24.08880219135809,24.02694983201618,23.92982755495944,23.871381258647,23.763763489556503,23.574278657916818,23.486966115334788,23.385733323437204,22.868412912268045,22.77385022785944,24.14076286049285,25.944521439528977,50.50561172673095,3.631423391355
21,10800,39.10823152699719,43.81104454426274,44.28593456340799,44.17261751360675,43.99522871934833,43.88917736162851,43.69321825291077,43.346300723697695,43.18705542576048,43.00100536814936,42.04767579720817,41.875770205122464,44.381711280427766,47.70171588548607,92.86389852107938,4.73047259723422
21,14400,21.272927596378867,23.834767501695843,24.091492527479783,24.029633544719616,23.932500482080528,23.87404727959649,23.76641841839694,23.57691291433649,23.489591057704946,23.38834824839152,22.870969960241897,22.776396991341656,24.14346084747743,25.947421798666625,50.51125677477175,3.631423624798927
21,18000,39.108246473831166,43.81106129010056,44.28595307565669,44.17263937332744,43.99525508440493,43.88920588955989,43.69324602184885,43.34632873356634,43.18708303202055,43.00103224158127,42.04769977677732,41.87579493758045,44.38173903862997,47.7017453665602,92.86395551956028,4.730472799791412
21,21600,21.273498634336903,23.835406538863225,24.09213876109609,24.03027955086054,23.933143572202543,23.87468853640482,23.76705521826351,23.57754369854652,23.490218829418524,23.388972942616927,22.871580373984948,22.77700478731996,24.14410575210469,25.948114713284863,50.51260593760427,3.631423742611991
22,3600,38.70600473536104,43.35977433194908,43.83735875121002,43.72417183053454,43.547941989116254,43.44281839323367,43.25095322026255,42.906764509042816,42.750802272764446,42.562053272258254,41.6238805117145,41.45404688914296,43.934178006374005,47.2171217540534,91.9320331903303,4.729695506813465
22,7200,21.0602683652138,23.59607083062908,23.85437389122568,23.79256085023706,23.69602890284444,23.638066206777857,23.53263358780344,23.34454004822169,23.25896967338629,23.1562048692724,22.646927900839536,22.553485475101205,23.906832318214008,25.69115203405642,50.01911538167924,3.6322676234278455
22,10800,38.92881865858996,43.60928825369177,44.089654628753394,43.97581879460003,43.7985869585649,43.69286961152005,43.49991102371284,43.15374409935767,42.99688837160471,42.80704840769148,41.86346917980954,41.69268896828165,44.18701780169104,47.48887680488114,92.4613604742422,4.729684129649284
22,14400,21.06256451660207,23.59864280759304,23.85697478940037,23.79515465215635,23.698612550911925,23.640643182088823,23.53519962014137,23.347086059835547,23.26150669295776,23.158731068012933,22.64939874936092,22.55594670337985,23.9094393160493,25.69395425951003,50.02456969718272,3.6322688124161058
22,18000,38.92912634286074,43.60963415139753,44.09000837154683,43.97617158013975,43.79893654528304,43.69321845604078,43.50026143229928,43.15409308097969,42.9972366902801,42.80739578551109,41.86380979973809,41.69302828236013,44.1873767394048,47.48926311638536,92.46211185034392,4.729686540218797
22,21600,21.062495500343488,23.598565295749985,23.856896197099125,23.79507793746865,23.698535786216617,23.64056634262667,23.535122293639176,23.34700894526616,23.261429820078924,23.15865438821488,22.649322993772977,22.555870761167448,23.90936025528967,25.693869059395222,50.02440447180338,3.63226985360437
23,3600,38.537519752946245,43.16734721245713,43.652648715180014,43.53754674995555,43.361961775007046,43.25741009802591,43.06759716856917,42.72517414294192,42.56994724198479,42.37861769726816,41.44868036137565,41.28076079456585,43.75032155908455,47.01705075731828,91.55152379976414,4.728912683499555
23,7200,20.86346399450898,23.373568344267767,23.63476045042901,23.57221215343867,23.476504798815306,23.41912650160405,23.31532026712511,23.12910489915273,23.044345940506275,22.94068297830931,22.438420446351948,22.346496127296696,23.68733180600436,25.453908959025227,49.56242847430383,3.633020438906714
23,10800,38.759389588795386,43.4157868766346,43.903916872969134,43.78814989113652,43.611558955873264,43.50641165718572,43.31551893112306,42.97113476449863,42.815019594977166,42.622583376705,41.68728587131741,41.51843017065822,44.00213075778906,47.28768424570822,92.07871453378104,4.728901954099039
23,14400,20.86575690243892,23.37613649831017,23.637357262062345,23.574802327038974,23.47908436000156,23.42169970533743,23.3178825711882,23.13164759184985,23.046879843507867,22.943205655990603,22.44088800206053,22.34895383162496,23.689936055040626,25.456707795373152,49.567877813398,3.633021603181248
23,18000,38.7594243266491,43.41582703841247,43.903958174375774,43.78819227757255,43.61160236532135,43.50645638662513,43.31556440672789,42.97117931708006,42.81506352922212,42.62262753185724,41.68732910198287,41.51847339954496,44.00217645334068,47.2877330246348,92.07881011133608,4.728904367474937
23,21600,20.86568247698296,23.376053197238683,23.637272842535232,23.574717767400927,23.47900018130569,23.421616012666792,23.31779937783656,23.131564979585377,23.046797338165256,22.943123511936463,22.4408076293788,22.348873742589703,23.68985121741037,25.45661658138784,49.56770004395792,3.633022635522283
24,3600,38.37473960899142,42.98228942210882,43.47751645725691,43.36002339474749,43.18438416692262,43.081720843074194,42.89323519867065,42.55156778448461,42.397284714890816,42.203607870667824,41.281595243239735,41.11582946987781,43.57514181125531,46.82629035344591,91.18855324081956,4.728161607170043
24,7200,20.67612032540263,23.16218926898861,23.427492045945627,23.36395475785952,23.26865943485933,23.21256414288525,23.109953494261497,22.925008133310595,22.84114653009739,22.7366954124898,22.24111176770228,22.15080094503439,23.47970412254812,25.229430410017883,49.13022752757553,3.633692439661643
24,10800,38.59541835941874,43.22937801529046,43.72748894367162,43.60932573937309,43.43268951155677,43.329448859398255,43.13989182328858,42.79626265295043,42.64109668689704,42.44630400667776,41.51898445784826,41.35229685345288,43.8256752666662,47.09553796244366,91.71308688508392,4.728151490906447
24,14400,20.67840345076874,23.164746363596933,23.430078906550776,23.36653484023884,23.271229562111785,23.215128495563263,23.11250675522172,22.927541484131417,22.8436710060151,22.73920838682137,22.243569793852195,22.15324909582832,23.48229851766393,25.23221865119765,49.13565574110915,3.633693581413844
24,18000,38.59549402734021,43.22946350719726,43.727573670723736,43.609407564811015,43.43276676233195,43.32952196051728,43.13996366156689,42.79633532106999,42.64117033548236,42.446379461339,41.519057090975,41.3523701087754,43.82575423900039,47.09562244194168,91.71325195348956,4.728153904233306
24,21600,20.67833119744825,23.164665282759145,23.429996366806,23.36645268759717,23.2711476427283,23.21504671956515,23.11242560222924,22.92746100483728,22.843590714761305,22.73912849206216,22.24349151562472,22.15317109917155,23.48221596045785,25.23212991758401,49.135483886894654,3.633694605820502
25,3600,38.220519858364455,42.80504881615281,43.3105602518832,43.19030261000471,43.015479075001466,42.91495425841318,42.72589183707653,42.38687258351456,42.23231369366745,42.03692360975572,41.12186965505142,40.95853479291616,43.40789664439015,46.64400495228401,90.84167896820232,4.727441128725276
25,7200,20.49904970424632,22.961384371831805,23.231002581506893,23.16626766421837,23.071831484703708,23.01712749737772,22.914660116284782,22.731958839201383,22.648315308958328,22.543406382003504,22.053822229460057,21.96523987459413,23.28273470897974,25.016390765988174,48.72003842335306,3.634291989026363
25,10800,38.44004523168784,43.050820844505694,43.55927487840316,43.43833613907489,43.262517368487565,43.16142299161089,42.97128981173866,42.63033108045326,42.47488999411188,42.27837528317828,41.35805982970163,41.19381660896441,43.657171144285634,46.911884365042646,91.36358961326512,4.72743159681855
25,14400,20.50133061773563,22.9639393404845,23.233588613611783,23.168845967907743,23.074399132638497,23.01968890210398,22.91721039406975,22.73448979088854,22.6508387806654,22.545918667399505,22.05628122402541,21.96768926807694,23.28532853062005,25.01917824353617,48.72546573178226,3.634293110525197
25,18000,38.44008529936383,43.0508652788421,43.55931511938297,43.43837160646069,43.26255212997235,43.161458295579166,42.97132350659843,42.63036299134343,42.47492139785908,42.27840771324014,41.358091868647634,41.19384913313708,43.65720671372638,46.91192282601797,91.36366502027798,4.727434011994687
25,21600,20.501255127437503,22.96385470180306,23.23350278683528,23.16876037075221,23.07431504448036,23.01960642593904,22.917128864297865,22.73440859512132,22.65075696761036,22.545836949680687,22.05620022950517,21.96760832511088,23.28524403407571,25.01908725929872,48.72528897859333,3.634294127273081
26,3600,38.07178055640417,42.63485882833267,43.151794295819926,43.028855659748544,42.85468400490334,42.75436266475147,42.56586966489489,42.2285371047969,42.07482592385888,41.87861588454739,40.969539221627294,40.80892140035793,43.24869688079324,46.47045290915686,90.5094044897522,4.726750155093694
26,7200,20.331299988794697,22.77152818644285,23.0460949662608,22.980200304904365,22.88651209370915,22.83214229239382,22.73040677550044,22.54937248768725,22.466527637015894,22.361617571493504,21.877345475329943,21.79060873446732,23.0973002186578,24.815802376755613,48.33277097834346,3.634826366189297
26,10800,38.29017053540759,42.87934088147777,43.39927419189013,43.275632298894585,43.10047082819629,42.99958304685471,42.81002116951797,42.47075984903914,42.31617169789338,42.1188339520947,41.20453675869582,41.04302812025671,43.49672388407439,46.7369772965163,91.0287037842515,4.726741178458155
26,14400,20.33357732945056,22.77407891115694,23.04867796025937,22.98277533247115,22.889076322430704,22.834700761275386,22.732954512166565,22.551899534679528,22.46904452609557,22.36412218898885,21.87979502221651,21.793048555601715,23.09988624156705,24.81858118369401,48.33818269553076,3.634827468990318
26,18000,38.29041252829799,42.87961312451333,43.399554976256624,43.27591404343664,43.10075160635256,42.99986399033891,42.81030224142685,42.47103849234048,42.31644958757953,42.11911127490585,41.20480925874058,41.04329938444032,43.49701026187516,46.73728599118676,91.02930449076368,4.726743583503546
26,21600,20.33350264283582,22.77399532317529,23.04859206130432,22.982689380096044,22.888991144351262,22.834616133093725,22.732870549136138,22.55181707647941,22.468962914267,22.364041528906984,21.87971469771136,21.79296895991993,23.09980328201725,24.81849154043647,48.33800755542054,3.6348284786111007
27,3600,37.92829471178544,42.47367535431455,42.99929601729042,42.87577830453678,42.7004685986116,42.60084353674695,42.41340093572442,42.07621854429178,41.92604761385853,41.72726451798181,40.82456708391672,40.66644516750991,43.09683461815615,46.30425741949239,90.19236125875912,4.7260876200819695
27,7200,20.17214020682068,22.59297445585653,22.871048548386668,22.80511735083948,22.711188609537995,22.657398830956986,22.55662298704915,22.376382934127484,22.295743421722108,22.189875676490253,21.71097827951091,21.62593128776139,22.922304220695963,24.626157818804906,47.96727029613037,3.635301873700128
27,10800,38.14625359653306,42.71767467895522,43.24634973429781,43.12212396161179,42.94581692100876,42.84562812567832,42.65712182463686,42.318009316382025,42.16698234901351,41.96705588612872,41.059168147630345,40.90016655728421,43.34444696390251,46.57032011732508,90.71079303170158,4.726079143996785
27,14400,20.174416034860503,22.595522834355485,22.873627954127087,22.807689200830872,22.71375016276497,22.6599547094633,22.559168059801515,22.37890820024738,22.298260070225105,22.19238065601028,21.71342893773761,21.628372326992423,22.92489112157843,24.62893750888292,47.97268383404677,3.635302959515269
27,18000,38.146296804122905,42.71772127710415,43.24639664591375,43.12217234762343,42.945866767923135,42.84567895473329,42.657171435557615,42.31805913848132,42.167032156777495,41.9671059492769,41.05921706755076,40.9002154729564,43.34449901727983,46.57037618422804,90.71090171886036,4.726081553666037
27,21600,20.174343013245508,22.595441112899216,22.873545229062103,22.807606609457785,22.713667894791,22.659872657105893,22.559086398498025,22.378827222980163,22.29817935377952,22.192300236118527,21.713350292440754,21.628293991062684,22.92480804895566,24.628848235960213,47.97250991756995,3.6353039623333423
28,3600,37.79200113861729,42.32049361226353,42.85429465904993,42.73056995791218,42.55417665453766,42.45558437122091,42.26794141205336,41.933606937584585,41.78514232897791,41.58324103010669,40.68740554651323,40.53159546110281,42.95359584886212,46.14740348012347,89.89215409500257,4.725452477697141
28,7200,20.020432128382183,22.42273855357661,22.704058700121205,22.63827152160419,22.5441301219266,22.491088405959776,22.390587383863505,22.212547385089543,22.13311389492518,22.025996766192016,21.552629402261267,21.46915569024189,22.755965649526992,24.44587390496298,47.61924848993272,3.635724092297331
28,10800,38.00804111947272,42.56234079299063,43.09922563106074,42.97479596409939,42.79740404623302,42.69825645771618,42.50955307788671,42.17331492271323,42.02400735443531,41.82095013219051,40.91998908076439,40.76331752679546,43.19908917418998,46.4111712403577,90.40614162213888,4.725444545834575
28,14400,20.02269223357208,22.425269288991345,22.706621255910434,22.640826733143008,22.54667485471384,22.493627385461657,22.393115358654544,22.215055600691464,22.135613347278493,22.02848435657966,21.555063281692863,21.47158014041049,22.75853481794972,24.44863419116636,47.62462365972655,3.6357251618907065
28,18000,38.008592917550274,42.562959896110826,43.09985344862534,42.97542088845437,42.79802627550869,42.698877831229694,42.5101713177173,42.17392806623444,42.02461879346852,41.82156047017072,40.92058965964464,40.76391541047228,43.19972222721319,46.41185293443464,90.40746991749307,4.725446929375447
28,21600,20.02262245238271,22.42519124751159,22.70654249351688,22.640748347905905,22.54659685684808,22.49354950400793,22.393037634266754,22.214978327068856,22.13553636281315,22.028407670693944,21.554987934000764,21.47150504509657,22.75845561714199,24.44854912215408,47.62445866764513,3.635726158331495
29,3600,37.66392205409159,42.1737049183282,42.71570543798745,42.59111417473007,42.41598176228156,42.31567592698998,42.13111505457898,41.79652563432288,41.64997721945889,41.4439559414064,40.55654106546254,40.403011185230696,42.81641932905653,45.997421019078594,89.60411706424544,4.724843877132801
29,7200,19.8770028244185,22.26029491477509,22.54488338514868,22.47888227409984,22.38575541623738,22.33199642221156,22.23349019045451,22.055969262462632,21.977833425627573,21.868931340819927,21.401808162834683,21.319867358872106,22.597263995127683,24.273991506187546,47.28692530101054,3.636097898466029
29,10800,37.87957743862789,42.4151036832809,42.96023932366266,42.83493611833894,42.658809217555245,42.55793759908401,42.37233236594453,42.03583370183155,41.8884509536969,41.68124771332718,40.78874803095817,40.63436775001432,43.06151960046293,46.260751368202165,90.11726994286626,4.724836398564839
29,14400,19.87926936537941,22.262833380671964,22.547454703159715,22.48144515150939,22.38830714465672,22.33454181088983,22.23602419108693,22.058483359583885,21.98033922174225,21.871424430344824,21.404249843062964,21.32229904558592,22.59983903702709,24.27675812130928,47.29231283687353,3.636098954268441
29,18000,37.87936409081482,42.41486496588982,42.95999775543999,42.83469506535732,42.658568979338405,42.55769792608609,42.37209386264257,42.03559743676266,41.88821581207792,41.681014481987695,40.78851825268583,40.63413972927826,43.061279447598295,46.26049274112954,90.11676650198066,4.724838812365589
29,21600,19.879198888819108,22.26275466907658,22.54737578115989,22.48136735527704,22.38823006592653,22.334464934558632,22.235947768389583,22.058407056861554,21.98026246266324,21.87134802099544,21.404174011719824,21.3222240605268,22.599760187940067,24.27667340950366,47.29214697421202,3.636099945027292
30,3600,37.53938985426727,42.03364282591983,42.58385970810987,42.458508777632886,42.28356318234432,42.18470277443376,42.000422372232016,41.66635590383156,41.52134479437703,41.31277409905948,40.43195466950593,40.28145295608503,42.68623126178137,45.85445942293154,89.3300203930081,4.724260451265129
30,7200,19.73981689242726,22.1063059649344,22.394196002875447,22.32802941465453,22.2353324619397,22.18252029160842,22.084499798202827,21.90786536563535,21.83080801464584,21.72094154610787,21.258981513355195,21.17893825450501,22.447184857360355,24.11112546024584,46.97228570713335,3.636427444382588
30,10800,37.75402302850623,42.273893880710354,42.82728710455882,42.70122124793919,42.52528504521068,42.425868141408834,42.24054636627908,41.904576941461215,41.75874179826042,41.54897718342675,40.66311750960481,40.51178393996797,42.9302382072305,46.11659710430774,89.84087078753785,4.724253435674973
30,14400,19.742074742615088,22.10883462057613,22.39675800986043,22.330582187686616,22.23787435198881,22.18505610401234,22.087024796286727,21.910370624530657,21.833304685883924,21.723425917719528,21.26141308145529,21.18136092856212,22.449751811526124,24.113882938886263,46.977656264343175,3.636428487216337
30,18000,37.75406492694895,42.27394083941184,42.8273348709504,42.70126893478118,42.52533243612385,42.42591537072795,42.24059349552715,41.90462371172025,41.75878827726218,41.54902343835717,40.663162601645176,40.51182880694969,42.93028593239976,46.116648535160266,89.84097055889761,4.724255833789619
30,21600,19.742005052353665,22.108756263451923,22.396678421156395,22.33050322392684,22.237795872948592,22.18497791150956,22.08694667297207,21.91029290507359,21.833227130198164,21.72334852898548,21.26133676006004,21.181284783046248,22.449671494413742,24.113796849894523,46.977488612521846,3.6364294728367135
31,3600,37.42123686943064,41.90058805401702,42.45886086258703,42.33269979584028,42.15808445728376,42.060004439632735,41.87623150063652,41.54378957867739,41.398945898064206,41.18873885832294,40.314064354203154,40.16669307029486,42.5626696213118,45.71874388281344,89.06906123289357,4.723702006889418
31,7200,19.61091325756067,21.961522883879624,22.252665754169108,22.18629006739961,22.09407850054716,22.04183787667122,21.9444025988706,21.769197132710907,21.69247502816619,21.58210554242606,21.124943409900325,21.046825843804484,22.30615076377488,23.95805288373192,46.67619184965456,3.636716797333328
31,10800,37.63495449205852,42.13981100979953,42.70130258829505,42.57442273367448,42.39881942031246,42.300188156722086,42.11537802454851,41.78104498668104,41.63537926008477,41.42397071433688,40.54429575447213,40.39611148966978,42.80569972770931,45.97981500759159,89.57784855258444,4.723695427623701
31,14400,19.6115891599634,21.962279586781552,22.253432549230663,22.18705471698747,22.09484007940297,22.042597732465254,21.94515921264086,21.76994789317476,21.69322301818795,21.582849637459795,21.12566978663299,21.04754991672519,22.3069193454174,23.958878612248053,46.67779987186934,3.636717881939675
31,18000,37.63503241668575,42.13989818601792,42.70139088925937,42.57451096014158,42.39890734180853,42.3002758383881,42.115465407840176,41.781131620026656,41.63546546879032,41.42405621079775,40.54438009123629,40.39619509133361,42.80578774343161,45.97990981082766,89.5780329628353,4.723697820091551
31,21600,19.61151749096412,21.96219937563972,22.25335127889896,22.18697369968728,22.094759428050573,22.04251730765975,21.94507913776328,21.76986837261804,21.69314398373318,21.582770842177204,21.12559433300204,21.0474742281376,22.306837834869768,23.958791143835697,46.677629350481176,3.636718862507984
32,3600,37.309334449251,41.77200751326552,42.34020252768722,42.21327880705978,42.038853083255376,41.94147281970456,41.75780861901106,41.42678431795801,41.28261711856662,41.0707889889086,40.20216361711543,40.05740553240752,42.44547646735541,45.590293026808766,88.8203515388448,4.723167339541661
32,7200,19.486787986671413,21.820773953132367,22.11613251496912,22.049574534039696,21.95776140344551,21.906051717124,21.80898614344123,21.635086771434025,21.55896059184588,21.44809740060705,20.995634858038063,20.919156503221977,22.170129820610263,23.81059751005425,46.39003205372815,3.636969318433062
32,10800,37.5222110038101,42.01027149936685,42.58173976384854,42.454093659146594,42.27868170766836,42.18075520831937,41.99605607090073,41.663150956155874,41.518166334813785,41.30512867041321,40.43154226223928,40.28598633745216,42.68761141822166,45.85038787686619,89.32724049561996,4.723161176118611
32,14400,19.48902982761356,21.82328391089071,22.118676656140263,22.052111118463536,21.960287615599555,21.90857222165829,21.81149579881503,21.63757670336632,21.561441982558627,21.4505661376233,20.99805140928222,20.921564293464115,22.17268091020753,23.81333790008965,46.39537032440939,3.636970337804842
32,18000,37.52225314286126,42.01031864590058,42.581787454775096,42.45414111324728,42.27872896785624,42.180802295772864,41.99610279258024,41.66319724113953,41.51821253656384,41.30517483171094,40.431587213213845,40.28603141396548,42.68765931061486,45.85043904620885,89.3273403089812,4.723163564050557
32,21600,19.488194125427803,21.822348371728182,22.11772879443112,22.05116602901418,21.959346299776808,21.907633018053232,21.810560793226337,21.63664913733029,21.5605176018895,21.44964651458477,20.99715134273516,20.92066751681796,22.171730691347832,23.812317311413903,46.39338266546751,3.6369713271337134
33,3600,37.20223907137795,41.64942793569132,42.22890922722244,42.09984188675178,41.92565204177443,41.82855418183023,41.6454618079721,41.31566957539759,41.17230307608276,40.960648427997086,40.096213724578064,39.95391688447924,42.33335321230754,45.46698165787974,88.5842269970271,4.722655622026672
33,7200,19.36821417679916,21.68657434403145,21.986864624388424,21.919398209204587,21.827995696127307,21.776588413160013,21.6801196914424,21.50740146534205,21.43192326991552,21.32149341549075,20.87267879514932,20.797740501794443,22.040181430127426,23.669513200620003,46.11761294919794,3.637187980691209
33,10800,37.41431581970439,41.886782140025005,42.46959653229254,42.33979516384116,42.16462156984292,42.066979075066826,41.882855341389686,41.551190990796144,41.40701255336319,41.19415098706388,40.32478303069828,40.18170328209117,42.57463339247688,45.72614142937525,89.08931316140608,4.722649855652618
33,14400,19.37045810681362,21.689086529708973,21.98941180438284,21.92193766198496,21.83052473200927,21.77911171128888,21.68263208899404,21.509894115248755,21.434407393355578,21.32396484263253,20.87509780652537,20.80015089829092,22.04273537104532,23.672256425360832,46.1229566574422,3.637188989504536
33,18000,37.41440426204684,41.88688115364532,42.46969681798888,42.33989500097215,42.16472090967257,42.0670781297888,41.882953966298494,41.55128899910203,41.40711049405428,41.19424887185332,40.32487803858819,40.18179856840068,42.57473513278421,45.72625042273665,89.08952642344386,4.7226522357226886
33,21600,19.37038765427961,21.689007662965857,21.989331868665907,21.921857987479747,21.83044539374578,21.77903255944232,21.682553287117194,21.509815939319683,21.43432948895705,21.3238873391015,20.87502190877962,20.80007527467897,22.04265528861074,23.672170485757963,46.12278980176036,3.6371899603884303
34,3600,37.10142137610451,41.53448423876103,42.12277101411375,41.990896762753735,41.818175118145135,41.72094380158452,41.54000045344877,41.21021164449894,41.06770442271211,40.85474758704539,39.995724322798736,39.856077867065096,42.22726267217378,45.35066879287125,88.35898993242937,4.722166072374959
34,7200,19.25559593474187,21.55936956872525,21.86330234457641,21.79458156088006,21.70421878837571,21.652890717338146,21.557824400752605,21.385624408743144,21.310812446215618,21.200036679366026,20.75543502957553,20.68211803356083,21.91640415083973,23.53533632986647,45.8572083385479,3.637375504552333
34,10800,37.312788454425,41.7710331116867,42.36270072629875,42.23007698193406,42.05638050550628,41.95860408856724,41.77664209603535,41.44498237404936,41.3016685491644,41.08749849612094,40.223575398879696,40.08316201048864,42.46778580126377,45.60900156670154,88.86246868258391,4.722160682913184
34,14400,19.25783645919396,21.56187782205698,21.865846156898733,21.79711745644789,21.70674433900569,21.655410513309818,21.56033341359933,21.388113662669653,21.31329323903474,21.202504682047284,20.75785109269289,20.684525621999025,21.91895480134953,23.538075960437663,45.86254517805706,3.637376503260556
